epoch;W;Y;E
401;"(1.158660; -4.577152; 7.097917; -1.957583; 2.045995)";"(0.760901; 0.961373; 0.313421; 0.771981; 0.999740; 0.999967; 0.998150; 0.999763; 0.031985; 0.205158; 0.004523; 0.033962; 0.974917; 0.996687; 0.845132; 0.977403)";0.278310760469
402;"(1.159691; -4.581401; 7.104325; -1.959880; 2.048245)";"(0.761089; 0.961494; 0.313144; 0.772160; 0.999742; 0.999967; 0.998160; 0.999765; 0.031885; 0.204996; 0.004498; 0.033856; 0.974996; 0.996705; 0.845254; 0.977473)";0.277831121308
403;"(1.160722; -4.585644; 7.110723; -1.962173; 2.050491)";"(0.761277; 0.961615; 0.312867; 0.772339; 0.999744; 0.999967; 0.998169; 0.999766; 0.031786; 0.204835; 0.004474; 0.033750; 0.975074; 0.996723; 0.845376; 0.977542)";0.277353088689
404;"(1.161750; -4.589879; 7.117109; -1.964462; 2.052734)";"(0.761464; 0.961735; 0.312592; 0.772518; 0.999746; 0.999968; 0.998179; 0.999768; 0.031687; 0.204674; 0.004449; 0.033645; 0.975152; 0.996741; 0.845497; 0.977610)";0.276876653894
405;"(1.162777; -4.594107; 7.123486; -1.966747; 2.054972)";"(0.761651; 0.961855; 0.312317; 0.772696; 0.999748; 0.999968; 0.998188; 0.999770; 0.031588; 0.204513; 0.004425; 0.033540; 0.975230; 0.996758; 0.845618; 0.977679)";0.276401808276
406;"(1.163803; -4.598329; 7.129851; -1.969028; 2.057206)";"(0.761837; 0.961974; 0.312042; 0.772874; 0.999749; 0.999968; 0.998197; 0.999772; 0.031490; 0.204353; 0.004401; 0.033436; 0.975307; 0.996776; 0.845739; 0.977747)";0.275928543257
407;"(1.164827; -4.602543; 7.136206; -1.971305; 2.059437)";"(0.762023; 0.962092; 0.311769; 0.773051; 0.999751; 0.999969; 0.998206; 0.999773; 0.031393; 0.204193; 0.004377; 0.033332; 0.975384; 0.996793; 0.845860; 0.977815)";0.275456850326
408;"(1.165849; -4.606751; 7.142550; -1.973578; 2.061664)";"(0.762209; 0.962210; 0.311496; 0.773228; 0.999753; 0.999969; 0.998216; 0.999775; 0.031295; 0.204033; 0.004354; 0.033229; 0.975460; 0.996810; 0.845980; 0.977882)";0.274986721043
409;"(1.166870; -4.610952; 7.148884; -1.975848; 2.063887)";"(0.762394; 0.962328; 0.311223; 0.773405; 0.999755; 0.999969; 0.998225; 0.999777; 0.031199; 0.203873; 0.004330; 0.033126; 0.975536; 0.996828; 0.846100; 0.977950)";0.27451814703
410;"(1.167890; -4.615147; 7.155207; -1.978114; 2.066107)";"(0.762579; 0.962444; 0.310951; 0.773581; 0.999757; 0.999969; 0.998234; 0.999778; 0.031103; 0.203714; 0.004307; 0.033024; 0.975612; 0.996845; 0.846220; 0.978016)";0.274051119979
411;"(1.168908; -4.619335; 7.161520; -1.980375; 2.068322)";"(0.762763; 0.962561; 0.310680; 0.773757; 0.999758; 0.999970; 0.998243; 0.999780; 0.031007; 0.203556; 0.004284; 0.032922; 0.975688; 0.996861; 0.846339; 0.978083)";0.273585631647
412;"(1.169924; -4.623515; 7.167823; -1.982633; 2.070534)";"(0.762948; 0.962676; 0.310410; 0.773933; 0.999760; 0.999970; 0.998251; 0.999781; 0.030911; 0.203397; 0.004261; 0.032821; 0.975763; 0.996878; 0.846459; 0.978149)";0.273121673853
413;"(1.170939; -4.627690; 7.174115; -1.984888; 2.072742)";"(0.763131; 0.962792; 0.310140; 0.774108; 0.999762; 0.999970; 0.998260; 0.999783; 0.030817; 0.203239; 0.004238; 0.032720; 0.975837; 0.996895; 0.846578; 0.978215)";0.272659238483
414;"(1.171953; -4.631857; 7.180397; -1.987138; 2.074947)";"(0.763315; 0.962906; 0.309871; 0.774283; 0.999764; 0.999971; 0.998269; 0.999784; 0.030722; 0.203082; 0.004215; 0.032620; 0.975912; 0.996911; 0.846696; 0.978281)";0.272198317485
415;"(1.172965; -4.636018; 7.186668; -1.989385; 2.077148)";"(0.763498; 0.963021; 0.309602; 0.774458; 0.999765; 0.999971; 0.998278; 0.999786; 0.030628; 0.202924; 0.004193; 0.032520; 0.975986; 0.996928; 0.846815; 0.978346)";0.271738902869
416;"(1.173976; -4.640173; 7.192929; -1.991628; 2.079345)";"(0.763681; 0.963134; 0.309334; 0.774632; 0.999767; 0.999971; 0.998286; 0.999788; 0.030534; 0.202767; 0.004171; 0.032420; 0.976059; 0.996944; 0.846933; 0.978411)";0.27128098671
417;"(1.174985; -4.644321; 7.199181; -1.993867; 2.081538)";"(0.763863; 0.963247; 0.309067; 0.774806; 0.999769; 0.999971; 0.998295; 0.999789; 0.030441; 0.202611; 0.004148; 0.032321; 0.976133; 0.996960; 0.847051; 0.978476)";0.270824561142
418;"(1.175992; -4.648462; 7.205421; -1.996102; 2.083728)";"(0.764045; 0.963360; 0.308801; 0.774980; 0.999770; 0.999972; 0.998303; 0.999791; 0.030349; 0.202454; 0.004126; 0.032223; 0.976206; 0.996977; 0.847169; 0.978541)";0.270369618359
419;"(1.176999; -4.652597; 7.211652; -1.998334; 2.085914)";"(0.764226; 0.963472; 0.308535; 0.775153; 0.999772; 0.999972; 0.998312; 0.999792; 0.030256; 0.202298; 0.004105; 0.032125; 0.976278; 0.996993; 0.847286; 0.978605)";0.269916150617
420;"(1.178004; -4.656725; 7.217873; -2.000562; 2.088096)";"(0.764408; 0.963584; 0.308269; 0.775326; 0.999774; 0.999972; 0.998320; 0.999794; 0.030164; 0.202143; 0.004083; 0.032027; 0.976351; 0.997008; 0.847403; 0.978669)";0.269464150231
421;"(1.179007; -4.660847; 7.224084; -2.002786; 2.090275)";"(0.764589; 0.963695; 0.308004; 0.775498; 0.999775; 0.999972; 0.998329; 0.999795; 0.030073; 0.201987; 0.004061; 0.031930; 0.976423; 0.997024; 0.847520; 0.978732)";0.269013609574
422;"(1.180009; -4.664962; 7.230284; -2.005007; 2.092450)";"(0.764769; 0.963805; 0.307740; 0.775671; 0.999777; 0.999973; 0.998337; 0.999797; 0.029982; 0.201832; 0.004040; 0.031833; 0.976494; 0.997040; 0.847637; 0.978796)";0.268564521079
423;"(1.181010; -4.669071; 7.236475; -2.007224; 2.094622)";"(0.764949; 0.963915; 0.307477; 0.775843; 0.999779; 0.999973; 0.998345; 0.999798; 0.029891; 0.201678; 0.004019; 0.031737; 0.976566; 0.997055; 0.847753; 0.978859)";0.268116877235
424;"(1.182009; -4.673174; 7.242656; -2.009437; 2.096790)";"(0.765129; 0.964025; 0.307214; 0.776014; 0.999780; 0.999973; 0.998353; 0.999799; 0.029801; 0.201523; 0.003997; 0.031641; 0.976637; 0.997071; 0.847869; 0.978921)";0.267670670588
425;"(1.183006; -4.677270; 7.248826; -2.011647; 2.098954)";"(0.765309; 0.964134; 0.306951; 0.776185; 0.999782; 0.999974; 0.998362; 0.999801; 0.029711; 0.201369; 0.003976; 0.031545; 0.976707; 0.997086; 0.847985; 0.978984)";0.267225893743
426;"(1.184003; -4.681359; 7.254987; -2.013853; 2.101115)";"(0.765488; 0.964243; 0.306690; 0.776356; 0.999783; 0.999974; 0.998370; 0.999802; 0.029622; 0.201215; 0.003956; 0.031450; 0.976778; 0.997101; 0.848100; 0.979046)";0.266782539357
427;"(1.184997; -4.685443; 7.261138; -2.016055; 2.103272)";"(0.765667; 0.964351; 0.306429; 0.776527; 0.999785; 0.999974; 0.998378; 0.999804; 0.029533; 0.201062; 0.003935; 0.031356; 0.976848; 0.997116; 0.848216; 0.979108)";0.266340600147
428;"(1.185991; -4.689520; 7.267280; -2.018254; 2.105426)";"(0.765845; 0.964459; 0.306168; 0.776697; 0.999786; 0.999974; 0.998386; 0.999805; 0.029444; 0.200909; 0.003914; 0.031261; 0.976918; 0.997132; 0.848331; 0.979169)";0.26590006888
429;"(1.186983; -4.693590; 7.273411; -2.020449; 2.107577)";"(0.766023; 0.964566; 0.305908; 0.776867; 0.999788; 0.999974; 0.998394; 0.999806; 0.029356; 0.200756; 0.003894; 0.031168; 0.976987; 0.997146; 0.848446; 0.979231)";0.26546093838
430;"(1.187974; -4.697655; 7.279533; -2.022641; 2.109723)";"(0.766201; 0.964672; 0.305649; 0.777036; 0.999789; 0.999975; 0.998402; 0.999808; 0.029268; 0.200604; 0.003874; 0.031074; 0.977056; 0.997161; 0.848560; 0.979292)";0.265023201524
431;"(1.188963; -4.701713; 7.285645; -2.024829; 2.111867)";"(0.766378; 0.964779; 0.305390; 0.777205; 0.999791; 0.999975; 0.998409; 0.999809; 0.029181; 0.200452; 0.003854; 0.030981; 0.977125; 0.997176; 0.848675; 0.979353)";0.264586851244
432;"(1.189951; -4.705765; 7.291747; -2.027014; 2.114006)";"(0.766556; 0.964884; 0.305132; 0.777374; 0.999792; 0.999975; 0.998417; 0.999810; 0.029094; 0.200300; 0.003834; 0.030889; 0.977193; 0.997191; 0.848789; 0.979413)";0.26415188052
433;"(1.190937; -4.709811; 7.297840; -2.029195; 2.116143)";"(0.766732; 0.964990; 0.304875; 0.777543; 0.999794; 0.999975; 0.998425; 0.999812; 0.029007; 0.200148; 0.003814; 0.030797; 0.977261; 0.997205; 0.848903; 0.979473)";0.26371828239
434;"(1.191922; -4.713850; 7.303923; -2.031372; 2.118276)";"(0.766909; 0.965094; 0.304618; 0.777711; 0.999795; 0.999976; 0.998433; 0.999813; 0.028921; 0.199997; 0.003794; 0.030705; 0.977329; 0.997220; 0.849016; 0.979533)";0.263286049938
435;"(1.192906; -4.717884; 7.309997; -2.033546; 2.120405)";"(0.767085; 0.965199; 0.304361; 0.777879; 0.999797; 0.999976; 0.998440; 0.999814; 0.028835; 0.199846; 0.003774; 0.030614; 0.977397; 0.997234; 0.849130; 0.979593)";0.262855176303
436;"(1.193888; -4.721911; 7.316061; -2.035717; 2.122531)";"(0.767260; 0.965303; 0.304105; 0.778046; 0.999798; 0.999976; 0.998448; 0.999816; 0.028749; 0.199696; 0.003755; 0.030523; 0.977464; 0.997248; 0.849243; 0.979653)";0.262425654672
437;"(1.194869; -4.725932; 7.322115; -2.037884; 2.124653)";"(0.767436; 0.965406; 0.303850; 0.778213; 0.999800; 0.999976; 0.998455; 0.999817; 0.028664; 0.199545; 0.003735; 0.030432; 0.977531; 0.997262; 0.849355; 0.979712)";0.261997478284
438;"(1.195849; -4.729947; 7.328160; -2.040047; 2.126773)";"(0.767611; 0.965509; 0.303596; 0.778380; 0.999801; 0.999976; 0.998463; 0.999818; 0.028580; 0.199395; 0.003716; 0.030342; 0.977598; 0.997276; 0.849468; 0.979771)";0.261570640426
439;"(1.196827; -4.733955; 7.334196; -2.042207; 2.128888)";"(0.767785; 0.965612; 0.303342; 0.778547; 0.999802; 0.999977; 0.998470; 0.999820; 0.028495; 0.199246; 0.003697; 0.030252; 0.977664; 0.997290; 0.849581; 0.979829)";0.261145134435
440;"(1.197804; -4.737958; 7.340222; -2.044364; 2.131001)";"(0.767960; 0.965714; 0.303088; 0.778713; 0.999804; 0.999977; 0.998478; 0.999821; 0.028411; 0.199096; 0.003678; 0.030163; 0.977730; 0.997304; 0.849693; 0.979888)";0.260720953695
441;"(1.198779; -4.741955; 7.346239; -2.046517; 2.133110)";"(0.768134; 0.965815; 0.302835; 0.778879; 0.999805; 0.999977; 0.998485; 0.999822; 0.028328; 0.198947; 0.003659; 0.030074; 0.977796; 0.997318; 0.849805; 0.979946)";0.260298091641
442;"(1.199753; -4.745945; 7.352247; -2.048667; 2.135215)";"(0.768308; 0.965916; 0.302583; 0.779044; 0.999806; 0.999977; 0.998492; 0.999823; 0.028244; 0.198799; 0.003641; 0.029986; 0.977861; 0.997331; 0.849916; 0.980004)";0.259876541754
443;"(1.200726; -4.749930; 7.358245; -2.050813; 2.137318)";"(0.768481; 0.966017; 0.302331; 0.779210; 0.999808; 0.999978; 0.998500; 0.999824; 0.028161; 0.198650; 0.003622; 0.029898; 0.977926; 0.997345; 0.850028; 0.980061)";0.25945629756
444;"(1.201698; -4.753909; 7.364234; -2.052956; 2.139416)";"(0.768654; 0.966117; 0.302080; 0.779375; 0.999809; 0.999978; 0.998507; 0.999826; 0.028079; 0.198502; 0.003604; 0.029810; 0.977991; 0.997359; 0.850139; 0.980119)";0.259037352635
445;"(1.202668; -4.757881; 7.370213; -2.055095; 2.141512)";"(0.768827; 0.966217; 0.301829; 0.779539; 0.999810; 0.999978; 0.998514; 0.999827; 0.027997; 0.198354; 0.003585; 0.029722; 0.978056; 0.997372; 0.850250; 0.980176)";0.2586197006
446;"(1.203636; -4.761848; 7.376184; -2.057232; 2.143604)";"(0.768999; 0.966317; 0.301579; 0.779704; 0.999812; 0.999978; 0.998521; 0.999828; 0.027915; 0.198207; 0.003567; 0.029635; 0.978120; 0.997385; 0.850361; 0.980233)";0.25820333512
447;"(1.204604; -4.765809; 7.382145; -2.059364; 2.145693)";"(0.769171; 0.966416; 0.301330; 0.779868; 0.999813; 0.999978; 0.998528; 0.999829; 0.027834; 0.198060; 0.003549; 0.029549; 0.978184; 0.997398; 0.850471; 0.980290)";0.25778824991
448;"(1.205570; -4.769764; 7.388097; -2.061494; 2.147779)";"(0.769343; 0.966514; 0.301081; 0.780031; 0.999814; 0.999979; 0.998535; 0.999830; 0.027753; 0.197913; 0.003531; 0.029463; 0.978248; 0.997412; 0.850581; 0.980346)";0.257374438724
449;"(1.206535; -4.773712; 7.394040; -2.063620; 2.149861)";"(0.769514; 0.966612; 0.300833; 0.780195; 0.999816; 0.999979; 0.998542; 0.999832; 0.027672; 0.197766; 0.003513; 0.029377; 0.978311; 0.997425; 0.850691; 0.980402)";0.256961895365
450;"(1.207498; -4.777655; 7.399974; -2.065743; 2.151940)";"(0.769685; 0.966710; 0.300585; 0.780358; 0.999817; 0.999979; 0.998549; 0.999833; 0.027591; 0.197620; 0.003495; 0.029291; 0.978374; 0.997438; 0.850801; 0.980458)";0.256550613678
451;"(1.208460; -4.781593; 7.405899; -2.067862; 2.154016)";"(0.769856; 0.966807; 0.300337; 0.780520; 0.999818; 0.999979; 0.998556; 0.999834; 0.027511; 0.197474; 0.003478; 0.029206; 0.978437; 0.997451; 0.850911; 0.980514)";0.256140587551
452;"(1.209421; -4.785524; 7.411815; -2.069978; 2.156089)";"(0.770026; 0.966904; 0.300091; 0.780683; 0.999819; 0.999979; 0.998563; 0.999835; 0.027432; 0.197328; 0.003460; 0.029121; 0.978500; 0.997463; 0.851020; 0.980569)";0.255731810918
453;"(1.210381; -4.789450; 7.417722; -2.072091; 2.158158)";"(0.770197; 0.967001; 0.299844; 0.780845; 0.999821; 0.999979; 0.998570; 0.999836; 0.027352; 0.197182; 0.003443; 0.029037; 0.978562; 0.997476; 0.851129; 0.980624)";0.255324277753
454;"(1.211339; -4.793369; 7.423620; -2.074200; 2.160224)";"(0.770366; 0.967097; 0.299599; 0.781007; 0.999822; 0.999980; 0.998577; 0.999837; 0.027273; 0.197037; 0.003426; 0.028953; 0.978624; 0.997489; 0.851238; 0.980679)";0.254917982072
455;"(1.212296; -4.797283; 7.429509; -2.076307; 2.162287)";"(0.770536; 0.967192; 0.299354; 0.781168; 0.999823; 0.999980; 0.998583; 0.999838; 0.027195; 0.196892; 0.003408; 0.028869; 0.978686; 0.997501; 0.851347; 0.980734)";0.254512917937
456;"(1.213251; -4.801191; 7.435389; -2.078409; 2.164347)";"(0.770705; 0.967288; 0.299109; 0.781329; 0.999824; 0.999980; 0.998590; 0.999839; 0.027116; 0.196748; 0.003391; 0.028786; 0.978748; 0.997514; 0.851455; 0.980788)";0.254109079446
457;"(1.214206; -4.805094; 7.441260; -2.080509; 2.166403)";"(0.770874; 0.967382; 0.298865; 0.781490; 0.999826; 0.999980; 0.998597; 0.999841; 0.027038; 0.196603; 0.003374; 0.028703; 0.978809; 0.997526; 0.851563; 0.980843)";0.253706460743
458;"(1.215159; -4.808990; 7.447122; -2.082606; 2.168457)";"(0.771042; 0.967477; 0.298622; 0.781651; 0.999827; 0.999980; 0.998603; 0.999842; 0.026961; 0.196459; 0.003358; 0.028621; 0.978870; 0.997538; 0.851671; 0.980897)";0.25330505601
459;"(1.216111; -4.812881; 7.452976; -2.084699; 2.170507)";"(0.771210; 0.967571; 0.298379; 0.781811; 0.999828; 0.999981; 0.998610; 0.999843; 0.026884; 0.196316; 0.003341; 0.028538; 0.978931; 0.997551; 0.851779; 0.980950)";0.252904859471
460;"(1.217061; -4.816767; 7.458820; -2.086789; 2.172554)";"(0.771378; 0.967664; 0.298136; 0.781971; 0.999829; 0.999981; 0.998616; 0.999844; 0.026807; 0.196172; 0.003324; 0.028457; 0.978991; 0.997563; 0.851887; 0.981004)";0.252505865388
461;"(1.218010; -4.820646; 7.464656; -2.088875; 2.174597)";"(0.771546; 0.967757; 0.297894; 0.782131; 0.999830; 0.999981; 0.998623; 0.999845; 0.026730; 0.196029; 0.003308; 0.028375; 0.979051; 0.997575; 0.851994; 0.981057)";0.252108068065
462;"(1.218958; -4.824520; 7.470484; -2.090959; 2.176638)";"(0.771713; 0.967850; 0.297653; 0.782290; 0.999831; 0.999981; 0.998629; 0.999846; 0.026654; 0.195886; 0.003291; 0.028294; 0.979111; 0.997587; 0.852101; 0.981110)";0.251711461843
463;"(1.219905; -4.828388; 7.476302; -2.093039; 2.178676)";"(0.771880; 0.967943; 0.297412; 0.782449; 0.999832; 0.999981; 0.998636; 0.999847; 0.026578; 0.195743; 0.003275; 0.028213; 0.979171; 0.997599; 0.852208; 0.981163)";0.251316041104
464;"(1.220850; -4.832251; 7.482112; -2.095116; 2.180710)";"(0.772047; 0.968035; 0.297172; 0.782608; 0.999834; 0.999981; 0.998642; 0.999848; 0.026502; 0.195601; 0.003259; 0.028133; 0.979231; 0.997610; 0.852315; 0.981216)";0.250921800268
465;"(1.221794; -4.836108; 7.487913; -2.097190; 2.182741)";"(0.772213; 0.968126; 0.296932; 0.782766; 0.999835; 0.999982; 0.998648; 0.999849; 0.026427; 0.195459; 0.003243; 0.028052; 0.979290; 0.997622; 0.852421; 0.981268)";0.250528733792
466;"(1.222737; -4.839959; 7.493706; -2.099261; 2.184769)";"(0.772379; 0.968217; 0.296693; 0.782925; 0.999836; 0.999982; 0.998655; 0.999850; 0.026352; 0.195317; 0.003227; 0.027973; 0.979349; 0.997634; 0.852527; 0.981321)";0.250136836171
467;"(1.223678; -4.843805; 7.499489; -2.101329; 2.186794)";"(0.772545; 0.968308; 0.296454; 0.783082; 0.999837; 0.999982; 0.998661; 0.999851; 0.026277; 0.195176; 0.003211; 0.027893; 0.979407; 0.997646; 0.852633; 0.981373)";0.24974610194
468;"(1.224619; -4.847646; 7.505265; -2.103393; 2.188816)";"(0.772710; 0.968399; 0.296216; 0.783240; 0.999838; 0.999982; 0.998667; 0.999852; 0.026203; 0.195035; 0.003195; 0.027814; 0.979466; 0.997657; 0.852739; 0.981424)";0.249356525668
469;"(1.225558; -4.851480; 7.511032; -2.105455; 2.190835)";"(0.772875; 0.968489; 0.295978; 0.783397; 0.999839; 0.999982; 0.998673; 0.999853; 0.026128; 0.194894; 0.003179; 0.027735; 0.979524; 0.997669; 0.852845; 0.981476)";0.248968101962
470;"(1.226496; -4.855310; 7.516790; -2.107513; 2.192851)";"(0.773040; 0.968579; 0.295741; 0.783554; 0.999840; 0.999982; 0.998680; 0.999854; 0.026055; 0.194753; 0.003164; 0.027657; 0.979582; 0.997680; 0.852950; 0.981527)";0.248580825467
471;"(1.227432; -4.859133; 7.522540; -2.109568; 2.194864)";"(0.773205; 0.968668; 0.295504; 0.783711; 0.999841; 0.999982; 0.998686; 0.999855; 0.025981; 0.194613; 0.003148; 0.027579; 0.979640; 0.997691; 0.853055; 0.981578)";0.248194690861
472;"(1.228368; -4.862952; 7.528281; -2.111620; 2.196874)";"(0.773369; 0.968757; 0.295268; 0.783867; 0.999842; 0.999983; 0.998692; 0.999856; 0.025908; 0.194472; 0.003133; 0.027501; 0.979697; 0.997702; 0.853160; 0.981629)";0.247809692861
473;"(1.229302; -4.866765; 7.534014; -2.113669; 2.198880)";"(0.773533; 0.968845; 0.295032; 0.784023; 0.999843; 0.999983; 0.998698; 0.999857; 0.025835; 0.194333; 0.003118; 0.027423; 0.979754; 0.997714; 0.853265; 0.981680)";0.247425826217
474;"(1.230234; -4.870572; 7.539739; -2.115715; 2.200884)";"(0.773696; 0.968934; 0.294797; 0.784179; 0.999844; 0.999983; 0.998704; 0.999858; 0.025763; 0.194193; 0.003102; 0.027346; 0.979811; 0.997725; 0.853369; 0.981730)";0.247043085715
475;"(1.231166; -4.874374; 7.545455; -2.117758; 2.202885)";"(0.773860; 0.969021; 0.294562; 0.784335; 0.999845; 0.999983; 0.998710; 0.999859; 0.025691; 0.194054; 0.003087; 0.027269; 0.979868; 0.997736; 0.853474; 0.981781)";0.246661466177
476;"(1.232096; -4.878170; 7.551163; -2.119797; 2.204882)";"(0.774023; 0.969109; 0.294328; 0.784490; 0.999846; 0.999983; 0.998716; 0.999860; 0.025619; 0.193915; 0.003072; 0.027193; 0.979924; 0.997747; 0.853578; 0.981831)";0.246280962458
477;"(1.233026; -4.881961; 7.556862; -2.121834; 2.206877)";"(0.774185; 0.969196; 0.294094; 0.784645; 0.999847; 0.999983; 0.998721; 0.999860; 0.025547; 0.193776; 0.003058; 0.027117; 0.979981; 0.997758; 0.853682; 0.981881)";0.245901569448
478;"(1.233953; -4.885747; 7.562553; -2.123868; 2.208869)";"(0.774348; 0.969283; 0.293861; 0.784800; 0.999848; 0.999984; 0.998727; 0.999861; 0.025476; 0.193637; 0.003043; 0.027041; 0.980037; 0.997768; 0.853785; 0.981930)";0.24552328207
479;"(1.234880; -4.889527; 7.568236; -2.125898; 2.210857)";"(0.774510; 0.969369; 0.293628; 0.784954; 0.999849; 0.999984; 0.998733; 0.999862; 0.025405; 0.193499; 0.003028; 0.026965; 0.980092; 0.997779; 0.853889; 0.981980)";0.245146095283
480;"(1.235806; -4.893302; 7.573911; -2.127926; 2.212843)";"(0.774672; 0.969455; 0.293396; 0.785108; 0.999850; 0.999984; 0.998739; 0.999863; 0.025334; 0.193361; 0.003013; 0.026890; 0.980148; 0.997790; 0.853992; 0.982029)";0.244770004075
481;"(1.236730; -4.897072; 7.579578; -2.129950; 2.214826)";"(0.774833; 0.969541; 0.293164; 0.785262; 0.999851; 0.999984; 0.998745; 0.999864; 0.025264; 0.193223; 0.002999; 0.026815; 0.980203; 0.997800; 0.854095; 0.982078)";0.244395003471
482;"(1.237653; -4.900836; 7.585236; -2.131972; 2.216806)";"(0.774994; 0.969626; 0.292933; 0.785415; 0.999852; 0.999984; 0.998750; 0.999865; 0.025193; 0.193086; 0.002984; 0.026741; 0.980258; 0.997811; 0.854198; 0.982127)";0.244021088528
483;"(1.238575; -4.904595; 7.590886; -2.133990; 2.218782)";"(0.775155; 0.969711; 0.292702; 0.785569; 0.999853; 0.999984; 0.998756; 0.999866; 0.025124; 0.192949; 0.002970; 0.026666; 0.980313; 0.997822; 0.854301; 0.982175)";0.243648254334
484;"(1.239496; -4.908349; 7.596528; -2.136006; 2.220756)";"(0.775316; 0.969796; 0.292472; 0.785722; 0.999854; 0.999984; 0.998762; 0.999867; 0.025054; 0.192812; 0.002956; 0.026592; 0.980368; 0.997832; 0.854403; 0.982224)";0.243276496009
485;"(1.240415; -4.912098; 7.602162; -2.138018; 2.222727)";"(0.775476; 0.969880; 0.292242; 0.785874; 0.999855; 0.999984; 0.998767; 0.999868; 0.024985; 0.192675; 0.002942; 0.026519; 0.980422; 0.997842; 0.854505; 0.982272)";0.242905808707
486;"(1.241333; -4.915841; 7.607787; -2.140028; 2.224695)";"(0.775636; 0.969964; 0.292013; 0.786027; 0.999856; 0.999985; 0.998773; 0.999868; 0.024916; 0.192539; 0.002927; 0.026445; 0.980476; 0.997853; 0.854607; 0.982320)";0.242536187612
487;"(1.242250; -4.919579; 7.613405; -2.142035; 2.226661)";"(0.775796; 0.970047; 0.291784; 0.786179; 0.999857; 0.999985; 0.998778; 0.999869; 0.024847; 0.192403; 0.002913; 0.026372; 0.980530; 0.997863; 0.854709; 0.982368)";0.242167627939
488;"(1.243166; -4.923311; 7.619015; -2.144038; 2.228623)";"(0.775955; 0.970131; 0.291556; 0.786331; 0.999858; 0.999985; 0.998784; 0.999870; 0.024779; 0.192267; 0.002900; 0.026299; 0.980584; 0.997873; 0.854811; 0.982416)";0.241800124935
489;"(1.244081; -4.927039; 7.624616; -2.146039; 2.230582)";"(0.776115; 0.970213; 0.291328; 0.786482; 0.999859; 0.999985; 0.998789; 0.999871; 0.024711; 0.192131; 0.002886; 0.026227; 0.980637; 0.997883; 0.854912; 0.982463)";0.241433673877
490;"(1.244994; -4.930761; 7.630210; -2.148037; 2.232539)";"(0.776274; 0.970296; 0.291101; 0.786634; 0.999860; 0.999985; 0.998795; 0.999872; 0.024643; 0.191996; 0.002872; 0.026155; 0.980691; 0.997893; 0.855014; 0.982510)";0.241068270074
